seq,HOTA___5,HOTA___10,HOTA___15,HOTA___20,HOTA___25,HOTA___30,HOTA___35,HOTA___40,HOTA___45,HOTA___50,HOTA___55,HOTA___60,HOTA___65,HOTA___70,HOTA___75,HOTA___80,HOTA___85,HOTA___90,HOTA___95,HOTA___AUC,DetA___5,DetA___10,DetA___15,DetA___20,DetA___25,DetA___30,DetA___35,DetA___40,DetA___45,DetA___50,DetA___55,DetA___60,DetA___65,DetA___70,DetA___75,DetA___80,DetA___85,DetA___90,DetA___95,DetA___AUC,AssA___5,AssA___10,AssA___15,AssA___20,AssA___25,AssA___30,AssA___35,AssA___40,AssA___45,AssA___50,AssA___55,AssA___60,AssA___65,AssA___70,AssA___75,AssA___80,AssA___85,AssA___90,AssA___95,AssA___AUC,DetRe___5,DetRe___10,DetRe___15,DetRe___20,DetRe___25,DetRe___30,DetRe___35,DetRe___40,DetRe___45,DetRe___50,DetRe___55,DetRe___60,DetRe___65,DetRe___70,DetRe___75,DetRe___80,DetRe___85,DetRe___90,DetRe___95,DetRe___AUC,DetPr___5,DetPr___10,DetPr___15,DetPr___20,DetPr___25,DetPr___30,DetPr___35,DetPr___40,DetPr___45,DetPr___50,DetPr___55,DetPr___60,DetPr___65,DetPr___70,DetPr___75,DetPr___80,DetPr___85,DetPr___90,DetPr___95,DetPr___AUC,AssRe___5,AssRe___10,AssRe___15,AssRe___20,AssRe___25,AssRe___30,AssRe___35,AssRe___40,AssRe___45,AssRe___50,AssRe___55,AssRe___60,AssRe___65,AssRe___70,AssRe___75,AssRe___80,AssRe___85,AssRe___90,AssRe___95,AssRe___AUC,AssPr___5,AssPr___10,AssPr___15,AssPr___20,AssPr___25,AssPr___30,AssPr___35,AssPr___40,AssPr___45,AssPr___50,AssPr___55,AssPr___60,AssPr___65,AssPr___70,AssPr___75,AssPr___80,AssPr___85,AssPr___90,AssPr___95,AssPr___AUC,LocA___5,LocA___10,LocA___15,LocA___20,LocA___25,LocA___30,LocA___35,LocA___40,LocA___45,LocA___50,LocA___55,LocA___60,LocA___65,LocA___70,LocA___75,LocA___80,LocA___85,LocA___90,LocA___95,LocA___AUC,OWTA___5,OWTA___10,OWTA___15,OWTA___20,OWTA___25,OWTA___30,OWTA___35,OWTA___40,OWTA___45,OWTA___50,OWTA___55,OWTA___60,OWTA___65,OWTA___70,OWTA___75,OWTA___80,OWTA___85,OWTA___90,OWTA___95,OWTA___AUC,HOTA_TP___5,HOTA_TP___10,HOTA_TP___15,HOTA_TP___20,HOTA_TP___25,HOTA_TP___30,HOTA_TP___35,HOTA_TP___40,HOTA_TP___45,HOTA_TP___50,HOTA_TP___55,HOTA_TP___60,HOTA_TP___65,HOTA_TP___70,HOTA_TP___75,HOTA_TP___80,HOTA_TP___85,HOTA_TP___90,HOTA_TP___95,HOTA_TP___AUC,HOTA_FN___5,HOTA_FN___10,HOTA_FN___15,HOTA_FN___20,HOTA_FN___25,HOTA_FN___30,HOTA_FN___35,HOTA_FN___40,HOTA_FN___45,HOTA_FN___50,HOTA_FN___55,HOTA_FN___60,HOTA_FN___65,HOTA_FN___70,HOTA_FN___75,HOTA_FN___80,HOTA_FN___85,HOTA_FN___90,HOTA_FN___95,HOTA_FN___AUC,HOTA_FP___5,HOTA_FP___10,HOTA_FP___15,HOTA_FP___20,HOTA_FP___25,HOTA_FP___30,HOTA_FP___35,HOTA_FP___40,HOTA_FP___45,HOTA_FP___50,HOTA_FP___55,HOTA_FP___60,HOTA_FP___65,HOTA_FP___70,HOTA_FP___75,HOTA_FP___80,HOTA_FP___85,HOTA_FP___90,HOTA_FP___95,HOTA_FP___AUC,MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,sMOTA,CLR_F1,FP_per_frame,MOTAL,MOTP_sum,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,CLR_Frames,Dets,GT_Dets,IDs,GT_IDs
0,0.6627752704636696,0.6627752704636696,0.6627752704636696,0.6627752704636696,0.6627752704636696,0.6627752704636696,0.6627752704636696,0.6627752704636696,0.6627752704636696,0.6627752704636696,0.6627752704636696,0.6610401619524817,0.6604735393031332,0.6593718248119556,0.6524671856086561,0.6445385046169276,0.6296491183657412,0.6072451280683258,0.5462613679479605,0.6500828845145026,0.937123745819398,0.937123745819398,0.937123745819398,0.937123745819398,0.937123745819398,0.937123745819398,0.937123745819398,0.937123745819398,0.937123745819398,0.937123745819398,0.937123745819398,0.9319546364242829,0.9293804130579614,0.9242524916943522,0.9115511551155115,0.8977719528178244,0.8599871547848427,0.8077403245942572,0.6876456876456877,0.9083497379025315,0.4687439210646642,0.4687439210646642,0.4687439210646642,0.4687439210646642,0.4687439210646642,0.4687439210646642,0.4687439210646642,0.4687439210646642,0.4687439210646642,0.4687439210646642,0.4687439210646642,0.46887914779923456,0.4693721644985883,0.4704030633001808,0.46702088621908905,0.46273430867373533,0.4610045743740716,0.4565163262685265,0.433946562122745,0.4655821139456567,0.9377510040160643,0.9377510040160643,0.9377510040160643,0.9377510040160643,0.9377510040160643,0.9377510040160643,0.9377510040160643,0.9377510040160643,0.9377510040160643,0.9377510040160643,0.9377510040160643,0.9350736278447122,0.9337349397590361,0.9310575635876841,0.9243641231593038,0.9170013386880856,0.8962516733601071,0.8661311914323963,0.7898259705488622,0.9215106038187839,0.9992867332382311,0.9992867332382311,0.9992867332382311,0.9992867332382311,0.9992867332382311,0.9992867332382311,0.9992867332382311,0.9992867332382311,0.9992867332382311,0.9992867332382311,0.9992867332382311,0.9964336661911555,0.9950071326676176,0.9921540656205421,0.985021398002853,0.9771754636233951,0.9550641940085592,0.9229671897289586,0.8416547788873039,0.9819806291763645,0.6485369479066304,0.6485369479066304,0.6485369479066304,0.6485369479066304,0.6485369479066304,0.6485369479066304,0.6485369479066304,0.6485369479066304,0.6485369479066304,0.6485369479066304,0.6485369479066304,0.6488727730974868,0.6495163182918918,0.6508138760776613,0.6487736138293163,0.6458979095544243,0.6464166121651335,0.6458855185435042,0.6281353138594616,0.6472746506522008,0.5508647529809171,0.5508647529809171,0.5508647529809171,0.5508647529809171,0.5508647529809171,0.5508647529809171,0.5508647529809171,0.5508647529809171,0.5508647529809171,0.5508647529809171,0.5508647529809171,0.550544168315527,0.5509750560120367,0.5519822563058279,0.5493928142715755,0.5463072963975354,0.545731069694315,0.5412736323883022,0.5274478825295268,0.5485877083528807,0.9764463945061281,0.9764463945061281,0.9764463945061281,0.9764463945061281,0.9764463945061281,0.9764463945061281,0.9764463945061281,0.9764463945061281,0.9764463945061281,0.9764463945061281,0.9764463945061281,0.9775846647250548,0.9780679357130317,0.9789139330522812,0.9807310818686135,0.982392124687299,0.986055686393124,0.9898876301978797,0.9957171650552016,0.979487397961047,0.662997045698407,0.662997045698407,0.662997045698407,0.662997045698407,0.662997045698407,0.662997045698407,0.662997045698407,0.662997045698407,0.662997045698407,0.662997045698407,0.662997045698407,0.6621453962336121,0.6620190252120084,0.6617947793844021,0.657036796524357,0.6514046211923286,0.6427877730708835,0.6288108058703344,0.5854419395592865,0.6549688757752469,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,1397.0,1395.0,1391.0,1381.0,1370.0,1339.0,1294.0,1180.0,1376.7368421052631,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,97.0,99.0,103.0,113.0,124.0,155.0,200.0,314.0,117.26315789473684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,11.0,21.0,32.0,63.0,108.0,222.0,25.263157894736842,0.8962516733601071,0.9001682071760214,0.9357429718875502,0.9370816599732262,0.9985734664764622,0.9078947368421053,0.09210526315789473,0.0,0.80270113122251,0.9668508287292817,0.05,0.9345576626428098,1260.23549004643,1400,94,2,59,69,7,0,32.0,40,1402,1494,51,76
COMBINED,0.6627752704636696,0.6627752704636696,0.6627752704636696,0.6627752704636696,0.6627752704636696,0.6627752704636696,0.6627752704636696,0.6627752704636696,0.6627752704636696,0.6627752704636696,0.6627752704636696,0.6610401619524817,0.6604735393031332,0.6593718248119556,0.6524671856086561,0.6445385046169276,0.6296491183657412,0.6072451280683258,0.5462613679479605,0.6500828845145026,0.937123745819398,0.937123745819398,0.937123745819398,0.937123745819398,0.937123745819398,0.937123745819398,0.937123745819398,0.937123745819398,0.937123745819398,0.937123745819398,0.937123745819398,0.9319546364242829,0.9293804130579614,0.9242524916943522,0.9115511551155115,0.8977719528178244,0.8599871547848427,0.8077403245942572,0.6876456876456877,0.9083497379025315,0.4687439210646642,0.4687439210646642,0.4687439210646642,0.4687439210646642,0.4687439210646642,0.4687439210646642,0.4687439210646642,0.4687439210646642,0.4687439210646642,0.4687439210646642,0.4687439210646642,0.46887914779923456,0.4693721644985883,0.4704030633001808,0.46702088621908905,0.46273430867373533,0.4610045743740716,0.4565163262685265,0.433946562122745,0.4655821139456567,0.9377510040160643,0.9377510040160643,0.9377510040160643,0.9377510040160643,0.9377510040160643,0.9377510040160643,0.9377510040160643,0.9377510040160643,0.9377510040160643,0.9377510040160643,0.9377510040160643,0.9350736278447122,0.9337349397590361,0.9310575635876841,0.9243641231593038,0.9170013386880856,0.8962516733601071,0.8661311914323963,0.7898259705488622,0.9215106038187839,0.9992867332382311,0.9992867332382311,0.9992867332382311,0.9992867332382311,0.9992867332382311,0.9992867332382311,0.9992867332382311,0.9992867332382311,0.9992867332382311,0.9992867332382311,0.9992867332382311,0.9964336661911555,0.9950071326676176,0.9921540656205421,0.985021398002853,0.9771754636233951,0.9550641940085592,0.9229671897289586,0.8416547788873039,0.9819806291763645,0.6485369479066304,0.6485369479066304,0.6485369479066304,0.6485369479066304,0.6485369479066304,0.6485369479066304,0.6485369479066304,0.6485369479066304,0.6485369479066304,0.6485369479066304,0.6485369479066304,0.6488727730974868,0.6495163182918918,0.6508138760776613,0.6487736138293163,0.6458979095544243,0.6464166121651335,0.6458855185435042,0.6281353138594616,0.6472746506522008,0.5508647529809171,0.5508647529809171,0.5508647529809171,0.5508647529809171,0.5508647529809171,0.5508647529809171,0.5508647529809171,0.5508647529809171,0.5508647529809171,0.5508647529809171,0.5508647529809171,0.550544168315527,0.5509750560120367,0.5519822563058279,0.5493928142715755,0.5463072963975354,0.545731069694315,0.5412736323883022,0.5274478825295268,0.5485877083528807,0.9764463945061281,0.9764463945061281,0.9764463945061281,0.9764463945061281,0.9764463945061281,0.9764463945061281,0.9764463945061281,0.9764463945061281,0.9764463945061281,0.9764463945061281,0.9764463945061281,0.9775846647250548,0.9780679357130317,0.9789139330522812,0.9807310818686135,0.982392124687299,0.986055686393124,0.9898876301978797,0.9957171650552016,0.979487397961047,0.662997045698407,0.662997045698407,0.662997045698407,0.662997045698407,0.662997045698407,0.662997045698407,0.662997045698407,0.662997045698407,0.662997045698407,0.662997045698407,0.662997045698407,0.6621453962336121,0.6620190252120084,0.6617947793844021,0.657036796524357,0.6514046211923286,0.6427877730708835,0.6288108058703344,0.5854419395592865,0.6549688757752469,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,1401.0,1397.0,1395.0,1391.0,1381.0,1370.0,1339.0,1294.0,1180.0,1376.7368421052631,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,97.0,99.0,103.0,113.0,124.0,155.0,200.0,314.0,117.26315789473684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,11.0,21.0,32.0,63.0,108.0,222.0,25.263157894736842,0.8962516733601071,0.9001682071760214,0.9357429718875502,0.9370816599732262,0.9985734664764622,0.9078947368421053,0.09210526315789473,0.0,0.80270113122251,0.9668508287292817,0.05,0.9345576626428098,1260.23549004643,1400,94,2,59,69,7,0,32.0,40,1402,1494,51,76
